name,fold,class,num,path,label
00_01.0046.jpg,00_01,1,46,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_01/00_01.0046.jpg,hi
00_01.0047.jpg,00_01,1,47,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_01/00_01.0047.jpg,hi
00_01.0048.jpg,00_01,1,48,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_01/00_01.0048.jpg,hi
00_01.0049.jpg,00_01,1,49,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_01/00_01.0049.jpg,hi
00_07.0035.jpg,00_07,7,35,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0035.jpg,me
00_07.0036.jpg,00_07,7,36,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0036.jpg,me
00_07.0037.jpg,00_07,7,37,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0037.jpg,me
00_07.0038.jpg,00_07,7,38,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0038.jpg,me
00_07.0039.jpg,00_07,7,39,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0039.jpg,me
00_07.0040.jpg,00_07,7,40,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0040.jpg,me
00_07.0041.jpg,00_07,7,41,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0041.jpg,me
00_07.0042.jpg,00_07,7,42,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0042.jpg,me
00_07.0043.jpg,00_07,7,43,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0043.jpg,me
00_07.0044.jpg,00_07,7,44,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0044.jpg,me
00_07.0045.jpg,00_07,7,45,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0045.jpg,me
00_07.0046.jpg,00_07,7,46,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0046.jpg,me
00_07.0047.jpg,00_07,7,47,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0047.jpg,me
00_07.0048.jpg,00_07,7,48,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0048.jpg,me
00_07.0049.jpg,00_07,7,49,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0049.jpg,me
00_07.0050.jpg,00_07,7,50,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0050.jpg,me
00_07.0051.jpg,00_07,7,51,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0051.jpg,me
00_07.0052.jpg,00_07,7,52,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0052.jpg,me
00_07.0053.jpg,00_07,7,53,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0053.jpg,me
00_07.0054.jpg,00_07,7,54,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_07/00_07.0054.jpg,me
00_11.0047.jpg,00_11,11,47,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_11/00_11.0047.jpg,name
00_11.0054.jpg,00_11,11,54,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_11/00_11.0054.jpg,name
00_11.0056.jpg,00_11,11,56,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_11/00_11.0056.jpg,name
00_11.0057.jpg,00_11,11,57,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_11/00_11.0057.jpg,name
00_13.0031.jpg,00_13,13,31,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_13/00_13.0031.jpg,thank
00_13.0037.jpg,00_13,13,37,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_13/00_13.0037.jpg,thank
00_13.0046.jpg,00_13,13,46,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_13/00_13.0046.jpg,thank
00_13.0049.jpg,00_13,13,49,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_13/00_13.0049.jpg,thank
00_13.0050.jpg,00_13,13,50,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_13/00_13.0050.jpg,thank
00_15.0054.jpg,00_15,15,54,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_15/00_15.0054.jpg,sorry
00_15.0057.jpg,00_15,15,57,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_15/00_15.0057.jpg,sorry
00_16.0031.jpg,00_16,16,31,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0031.jpg,eat
00_16.0032.jpg,00_16,16,32,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0032.jpg,eat
00_16.0033.jpg,00_16,16,33,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0033.jpg,eat
00_16.0034.jpg,00_16,16,34,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0034.jpg,eat
00_16.0035.jpg,00_16,16,35,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0035.jpg,eat
00_16.0036.jpg,00_16,16,36,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0036.jpg,eat
00_16.0037.jpg,00_16,16,37,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0037.jpg,eat
00_16.0038.jpg,00_16,16,38,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0038.jpg,eat
00_16.0039.jpg,00_16,16,39,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0039.jpg,eat
00_16.0040.jpg,00_16,16,40,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0040.jpg,eat
00_16.0041.jpg,00_16,16,41,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0041.jpg,eat
00_16.0042.jpg,00_16,16,42,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0042.jpg,eat
00_16.0043.jpg,00_16,16,43,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0043.jpg,eat
00_16.0044.jpg,00_16,16,44,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0044.jpg,eat
00_16.0045.jpg,00_16,16,45,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0045.jpg,eat
00_16.0047.jpg,00_16,16,47,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0047.jpg,eat
00_16.0048.jpg,00_16,16,48,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0048.jpg,eat
00_16.0049.jpg,00_16,16,49,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0049.jpg,eat
00_16.0050.jpg,00_16,16,50,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_16/00_16.0050.jpg,eat
00_55.0045.jpg,00_55,55,45,/content/drive/MyDrive/2022-2 ipynb/AISTAT/num5 data/KSL_mp_all/00_55/00_55.0045.jpg,end
